train,real,id0_0000,469
train,real,id0_0001,303
train,real,id0_0002,350
train,real,id0_0003,529
train,real,id0_0004,326
train,real,id0_0005,459
train,real,id0_0006,534
train,real,id0_0007,479
train,real,id0_0008,464
train,real,id0_0009,520
train,real,id10_0000,239
train,real,id10_0001,145
train,real,id10_0002,322
train,real,id10_0003,351
train,real,id10_0004,517
train,real,id10_0005,318
train,real,id10_0006,172
train,real,id10_0007,502
train,real,id10_0008,380
train,real,id10_0009,535
train,real,id11_0000,373
train,real,id11_0001,441
train,real,id11_0002,357
train,real,id11_0003,313
train,real,id11_0004,350
train,real,id11_0005,327
train,real,id11_0006,316
train,real,id11_0007,320
train,real,id11_0008,371
train,real,id11_0009,397
train,real,id11_0010,330
train,real,id12_0000,376
train,real,id12_0001,398
train,real,id12_0002,364
train,real,id12_0003,379
train,real,id12_0004,339
train,real,id12_0005,314
train,real,id12_0006,308
train,real,id13_0000,327
train,real,id13_0001,349
train,real,id13_0002,400
train,real,id13_0003,340
train,real,id13_0004,352
train,real,id13_0005,309
train,real,id13_0006,333
train,real,id13_0007,452
train,real,id13_0008,459
train,real,id13_0009,435
train,real,id13_0010,332
train,real,id13_0011,466
train,real,id13_0012,510
train,real,id13_0013,459
train,real,id13_0014,390
train,real,id13_0015,489
train,real,id16_0000,317
train,real,id16_0001,316
train,real,id16_0002,363
train,real,id16_0003,303
train,real,id16_0004,410
train,real,id16_0005,345
train,real,id16_0006,224
train,real,id16_0007,284
train,real,id16_0008,337
train,real,id16_0009,315
train,real,id16_0010,325
train,real,id16_0011,272
train,real,id16_0012,308
train,real,id16_0013,311
train,real,id17_0000,305
train,real,id17_0001,315
train,real,id17_0002,334
train,real,id17_0003,247
train,real,id17_0004,306
train,real,id17_0005,312
train,real,id17_0006,201
train,real,id17_0007,274
train,real,id17_0008,269
train,real,id17_0009,298
train,real,id19_0000,327
train,real,id19_0001,335
train,real,id19_0002,320
train,real,id19_0003,337
train,real,id19_0004,323
train,real,id19_0005,322
train,real,id19_0006,338
train,real,id19_0007,328
train,real,id19_0008,324
train,real,id19_0009,341
train,real,id1_0000,371
train,real,id1_0001,276
train,real,id1_0002,400
train,real,id1_0003,451
train,real,id1_0004,409
train,real,id1_0005,422
train,real,id1_0006,505
train,real,id1_0007,328
train,real,id1_0008,519
train,real,id1_0009,412
train,real,id20_0000,315
train,real,id20_0001,306
train,real,id20_0002,311
train,real,id20_0003,337
train,real,id20_0004,325
train,real,id20_0005,324
train,real,id20_0006,328
train,real,id20_0007,347
train,real,id20_0008,338
train,real,id20_0009,334
train,real,id21_0000,234
train,real,id21_0001,262
train,real,id21_0002,334
train,real,id21_0003,178
train,real,id21_0004,225
train,real,id21_0005,165
train,real,id21_0006,359
train,real,id21_0007,317
train,real,id21_0008,322
train,real,id21_0009,319
train,real,id22_0000,199
train,real,id22_0001,310
train,real,id22_0002,283
train,real,id22_0003,273
train,real,id22_0004,312
train,real,id22_0005,365
train,real,id22_0006,333
train,real,id22_0007,333
train,real,id22_0008,325
train,real,id22_0009,332
train,real,id23_0000,318
train,real,id23_0001,309
train,real,id23_0002,319
train,real,id23_0003,186
train,real,id23_0004,307
train,real,id23_0005,308
train,real,id23_0006,314
train,real,id23_0007,306
train,real,id23_0008,308
train,real,id23_0009,316
train,real,id24_0000,292
train,real,id24_0001,315
train,real,id24_0002,317
train,real,id24_0003,319
train,real,id24_0004,321
train,real,id24_0005,337
train,real,id24_0006,339
train,real,id24_0007,308
train,real,id24_0008,323
train,real,id24_0009,310
train,real,id25_0000,243
train,real,id25_0001,342
train,real,id25_0002,341
train,real,id25_0003,250
train,real,id25_0004,327
train,real,id25_0005,309
train,real,id25_0006,315
train,real,id25_0007,321
train,real,id25_0008,323
train,real,id25_0009,315
train,real,id25_0010,355
train,real,id26_0000,327
train,real,id26_0001,320
train,real,id26_0002,322
train,real,id26_0003,249
train,real,id26_0004,350
train,real,id26_0005,336
train,real,id26_0006,307
train,real,id26_0007,338
train,real,id26_0008,318
train,real,id26_0009,334
train,real,id27_0000,317
train,real,id27_0001,288
train,real,id27_0002,340
train,real,id27_0003,283
train,real,id27_0004,307
train,real,id27_0005,1
train,real,id27_0006,295
train,real,id27_0007,331
train,real,id27_0008,331
train,real,id27_0009,311
train,real,id28_0000,330
train,real,id28_0001,333
train,real,id28_0002,310
train,real,id28_0003,332
train,real,id28_0004,311
train,real,id28_0005,332
train,real,id28_0006,323
train,real,id28_0007,301
train,real,id28_0008,342
train,real,id28_0009,331
train,real,id29_0000,429
train,real,id29_0001,310
train,real,id29_0002,434
train,real,id29_0003,344
train,real,id29_0004,364
train,real,id29_0005,468
train,real,id29_0006,472
train,real,id29_0007,306
train,real,id29_0008,450
train,real,id29_0009,474
train,real,id2_0000,445
train,real,id2_0001,376
train,real,id2_0002,361
train,real,id2_0003,383
train,real,id2_0004,425
train,real,id2_0005,307
train,real,id2_0006,380
train,real,id2_0007,470
train,real,id2_0008,516
train,real,id2_0009,322
train,real,id30_0000,504
train,real,id30_0001,451
train,real,id30_0002,465
train,real,id30_0003,470
train,real,id30_0004,404
train,real,id30_0005,448
train,real,id30_0006,366
train,real,id30_0007,456
train,real,id30_0008,497
train,real,id30_0009,479
train,real,id31_0000,423
train,real,id31_0001,369
train,real,id31_0002,485
train,real,id31_0003,467
train,real,id31_0004,465
train,real,id31_0005,349
train,real,id31_0006,365
train,real,id31_0007,455
train,real,id31_0008,461
train,real,id31_0009,475
train,real,id32_0000,516
train,real,id32_0001,571
train,real,id32_0002,494
train,real,id32_0003,448
train,real,id32_0004,428
train,real,id32_0005,431
train,real,id32_0006,464
train,real,id32_0007,457
train,real,id32_0008,473
train,real,id32_0009,479
train,real,id33_0000,441
train,real,id33_0001,446
train,real,id33_0002,452
train,real,id33_0003,490
train,real,id33_0004,417
train,real,id33_0005,376
train,real,id33_0006,266
train,real,id33_0007,503
train,real,id33_0008,504
train,real,id33_0009,455
train,real,id34_0000,480
train,real,id34_0001,419
train,real,id34_0002,322
train,real,id34_0003,394
train,real,id34_0004,472
train,real,id34_0005,478
train,real,id34_0006,441
train,real,id34_0007,470
train,real,id34_0008,516
train,real,id34_0009,485
train,real,id35_0000,487
train,real,id35_0001,508
train,real,id35_0002,380
train,real,id35_0003,454
train,real,id35_0004,256
train,real,id35_0005,295
train,real,id35_0006,228
train,real,id35_0007,399
train,real,id35_0008,209
train,real,id35_0009,321
train,real,id36_0000,416
train,real,id36_0001,427
train,real,id36_0002,456
train,real,id36_0003,448
train,real,id36_0004,468
train,real,id36_0005,478
train,real,id36_0006,470
train,real,id36_0007,482
train,real,id36_0008,463
train,real,id36_0009,307
train,real,id37_0000,502
train,real,id37_0001,290
train,real,id37_0002,458
train,real,id37_0003,353
train,real,id37_0004,370
train,real,id3_0000,458
train,real,id3_0001,380
train,real,id3_0002,428
train,real,id3_0003,372
train,real,id3_0004,499
train,real,id3_0005,398
train,real,id3_0006,409
train,real,id3_0007,361
train,real,id3_0008,458
train,real,id3_0009,497
train,real,id4_0000,477
train,real,id4_0001,459
train,real,id4_0002,491
train,real,id4_0003,444
train,real,id4_0004,439
train,real,id4_0005,467
train,real,id4_0006,304
train,real,id4_0007,446
train,real,id4_0008,326
train,real,id4_0009,483
train,real,id5_0000,307
train,real,id5_0001,380
train,real,id5_0002,534
train,real,id5_0003,497
train,real,id5_0004,478
train,real,id5_0005,405
train,real,id5_0006,307
train,real,id5_0007,411
train,real,id5_0008,584
train,real,id5_0009,368
train,real,id6_0000,630
train,real,id6_0001,323
train,real,id6_0002,611
train,real,id6_0003,372
train,real,id6_0004,458
train,real,id6_0005,372
train,real,id6_0006,294
train,real,id6_0007,557
train,real,id6_0008,381
train,real,id6_0009,530
train,real,id7_0000,280
train,real,id7_0001,295
train,real,id7_0002,270
train,real,id7_0003,555
train,real,id7_0004,740
train,real,id7_0005,161
train,real,id7_0006,214
train,real,id7_0007,415
train,real,id7_0008,291
train,real,id7_0009,458
train,real,id8_0000,477
train,real,id8_0001,457
train,real,id8_0002,525
train,real,id8_0003,401
train,real,id8_0004,566
train,real,id8_0005,215
train,real,id8_0006,514
train,real,id8_0007,387
train,real,id8_0008,570
train,real,id8_0009,378
train,real,id9_0000,448
train,real,id9_0001,437
train,real,id9_0002,364
train,real,id9_0003,492
train,real,id9_0004,362
train,real,id9_0005,420
train,real,id9_0006,401
train,real,id9_0007,456
train,real,id9_0008,461
train,real,id9_0009,314
train,synthesis,id0_id16_0000,469
train,synthesis,id0_id16_0001,303
train,synthesis,id0_id16_0002,350
train,synthesis,id0_id16_0003,529
train,synthesis,id0_id16_0004,326
train,synthesis,id0_id16_0005,459
train,synthesis,id0_id16_0006,534
train,synthesis,id0_id16_0007,479
train,synthesis,id0_id16_0008,464
train,synthesis,id0_id16_0009,520
train,synthesis,id0_id17_0000,469
train,synthesis,id0_id17_0001,303
train,synthesis,id0_id17_0002,350
train,synthesis,id0_id17_0003,529
train,synthesis,id0_id17_0005,459
train,synthesis,id0_id17_0006,534
train,synthesis,id0_id17_0007,479
train,synthesis,id0_id17_0009,520
train,synthesis,id0_id1_0000,469
train,synthesis,id0_id1_0001,303
train,synthesis,id0_id1_0002,350
train,synthesis,id0_id1_0003,529
train,synthesis,id0_id1_0005,459
train,synthesis,id0_id1_0006,534
train,synthesis,id0_id1_0007,479
train,synthesis,id0_id1_0009,520
train,synthesis,id0_id20_0000,469
train,synthesis,id0_id20_0001,303
train,synthesis,id0_id20_0002,350
train,synthesis,id0_id20_0003,529
train,synthesis,id0_id20_0004,326
train,synthesis,id0_id20_0005,459
train,synthesis,id0_id20_0006,534
train,synthesis,id0_id20_0007,479
train,synthesis,id0_id20_0009,520
train,synthesis,id0_id21_0000,469
train,synthesis,id0_id21_0001,303
train,synthesis,id0_id21_0002,350
train,synthesis,id0_id21_0003,529
train,synthesis,id0_id21_0004,326
train,synthesis,id0_id21_0005,459
train,synthesis,id0_id21_0006,534
train,synthesis,id0_id21_0007,479
train,synthesis,id0_id21_0009,520
train,synthesis,id0_id23_0000,469
train,synthesis,id0_id23_0001,303
train,synthesis,id0_id23_0002,350
train,synthesis,id0_id23_0004,326
train,synthesis,id0_id23_0005,459
train,synthesis,id0_id23_0007,479
train,synthesis,id0_id23_0009,520
train,synthesis,id0_id26_0000,469
train,synthesis,id0_id26_0001,303
train,synthesis,id0_id26_0002,350
train,synthesis,id0_id26_0003,529
train,synthesis,id0_id26_0004,326
train,synthesis,id0_id26_0005,459
train,synthesis,id0_id26_0006,534
train,synthesis,id0_id26_0007,479
train,synthesis,id0_id26_0008,464
train,synthesis,id0_id26_0009,520
train,synthesis,id0_id28_0000,469
train,synthesis,id0_id28_0001,303
train,synthesis,id0_id28_0002,350
train,synthesis,id0_id28_0003,529
train,synthesis,id0_id28_0004,326
train,synthesis,id0_id28_0005,459
train,synthesis,id0_id28_0006,534
train,synthesis,id0_id28_0007,479
train,synthesis,id0_id28_0008,464
train,synthesis,id0_id28_0009,520
train,synthesis,id0_id2_0000,469
train,synthesis,id0_id2_0001,303
train,synthesis,id0_id2_0002,350
train,synthesis,id0_id2_0003,529
train,synthesis,id0_id2_0004,326
train,synthesis,id0_id2_0005,459
train,synthesis,id0_id2_0006,534
train,synthesis,id0_id2_0007,479
train,synthesis,id0_id2_0008,464
train,synthesis,id0_id2_0009,520
train,synthesis,id0_id3_0000,469
train,synthesis,id0_id3_0001,303
train,synthesis,id0_id3_0002,350
train,synthesis,id0_id3_0003,529
train,synthesis,id0_id3_0004,326
train,synthesis,id0_id3_0005,459
train,synthesis,id0_id3_0006,534
train,synthesis,id0_id3_0007,479
train,synthesis,id0_id3_0008,464
train,synthesis,id0_id3_0009,520
train,synthesis,id0_id4_0000,469
train,synthesis,id0_id4_0001,303
train,synthesis,id0_id4_0002,350
train,synthesis,id0_id4_0003,529
train,synthesis,id0_id4_0004,326
train,synthesis,id0_id4_0005,459
train,synthesis,id0_id4_0006,534
train,synthesis,id0_id4_0009,520
train,synthesis,id0_id6_0000,469
train,synthesis,id0_id6_0001,303
train,synthesis,id0_id6_0002,350
train,synthesis,id0_id6_0006,534
train,synthesis,id0_id6_0007,479
train,synthesis,id0_id6_0009,520
train,synthesis,id0_id9_0000,469
train,synthesis,id0_id9_0001,303
train,synthesis,id0_id9_0002,350
train,synthesis,id0_id9_0003,529
